上水風采中學,22.493334,114.124525,  望向西北面![望向西北面](https://www.weather.gov.hk/wxinfo/aws/hko_mica/elc/latest_ELC.jpg)
中環,22.2818286,114.1582784,  維多利亞港![維多利亞港](https://www.weather.gov.hk/wxinfo/aws/hko_mica/cp1/latest_CP1.jpg)
九龍城,22.3301595,114.1899368,  望向東九龍及港島東部![望向東九龍及港島東部](https://www.weather.gov.hk/wxinfo/aws/hko_mica/klt/latest_KLT.jpg)
南丫島,22.2094533,114.14972725896477,  望向西北面![望向西北面](https://www.weather.gov.hk/wxinfo/aws/hko_mica/lam/latest_LAM.jpg)
嘉道理農場暨植物園,22.4288312,114.1203149567242,  遠眺新界西部![遠眺新界西部](https://www.weather.gov.hk/wxinfo/aws/hko_mica/kfb/latest_KFB.jpg)
坪洲,22.284838,114.0384103,  北望大嶼山東北角的竹篙灣![北望大嶼山東北角的竹篙灣](https://www.weather.gov.hk/wxinfo/aws/hko_mica/dnl/latest_DNL.jpg)
大埔滘,22.4372221,114.1828649,  望向東北面![望向東北面](https://www.weather.gov.hk/wxinfo/aws/hko_mica/tpk/latest_TPK.jpg)
大帽山,22.4101175,114.124595,  望向西南面![望向西南面](https://www.weather.gov.hk/wxinfo/aws/hko_mica/tm2/latest_TM2.jpg) 望向東北面![望向東北面](https://www.weather.gov.hk/wxinfo/aws/hko_mica/tm3/latest_TM3.jpg)
大欖涌,22.3663709,114.0226485,  遠眺大嶼山北部![遠眺大嶼山北部](https://www.weather.gov.hk/wxinfo/aws/hko_mica/tlc/latest_TLC.jpg)
太平山,39.7970347,140.3106442,  望向東北偏北面![望向東北偏北面](https://www.weather.gov.hk/wxinfo/aws/hko_mica/vpb/latest_VPB.jpg) 望向東面![望向東面](https://www.weather.gov.hk/wxinfo/aws/hko_mica/vpa/latest_VPA.jpg)
尖沙咀,22.298872,114.1741181,  望向西面![望向西面](https://www.weather.gov.hk/wxinfo/aws/hko_mica/hk2/latest_HK2.jpg) 望向東面![望向東面](https://www.weather.gov.hk/wxinfo/aws/hko_mica/hko/latest_HKO.jpg)
德瑞國際學校,22.26550365,114.16066787280826,  遠眺海洋公園及香港仔![遠眺海洋公園及香港仔](https://www.weather.gov.hk/wxinfo/aws/hko_mica/gsi/latest_GSI.jpg)
橫瀾島,22.182326850000003,114.30318658421977,  望向西北偏北面![望向西北偏北面](https://www.weather.gov.hk/wxinfo/aws/hko_mica/wl2/latest_WL2.jpg) 望向西面![望向西面](https://www.weather.gov.hk/wxinfo/aws/hko_mica/wgl/latest_WGL.jpg)
沙螺灣,22.2842013,113.9012934,  遠眺香港國際機場![遠眺香港國際機場](https://www.weather.gov.hk/wxinfo/aws/hko_mica/slw/latest_SLW.jpg)
流浮山,22.4673801,113.9841334,  望向西面![望向西面](https://www.weather.gov.hk/wxinfo/aws/hko_mica/lfs/latest_LFS.jpg)
清水灣,22.28467135,114.29622979760862,  望向西南面![望向西南面](https://www.weather.gov.hk/wxinfo/aws/hko_mica/cwb/latest_CWB.jpg) 望向東面![望向東面](https://www.weather.gov.hk/tc/wxinfo/ts/webcam/CWA_photo.htm)
滘西洲,22.3614829,114.31263061333334,  望向西北偏西面![望向西北偏西面](https://www.weather.gov.hk/wxinfo/aws/hko_mica/ks2/latest_KS2.jpg)
濕地公園,22.4695484,114.0025345,  望向東北面![望向東北面](https://www.weather.gov.hk/wxinfo/aws/hko_mica/wlp/latest_WLP.jpg)
環球貿易廣場,22.303379200000002,114.16022559557032,  望向西南面![望向西南面](https://www.weather.gov.hk/wxinfo/aws/hko_mica/ic2/latest_IC2.jpg) 望向東南面![望向東南面](https://www.weather.gov.hk/wxinfo/aws/hko_mica/ic1/latest_IC1.jpg)
西灣河,22.2824457,114.2215064,  望向東面![望向東面](https://www.weather.gov.hk/wxinfo/aws/hko_mica/swh/latest_SWH.jpg)
西貢水警東警署,35.66610955,139.4702857027092,  望向東北面![望向東北面](https://www.weather.gov.hk/wxinfo/aws/hko_mica/sk2/latest_SK2.jpg) 望向東南面![望向東南面](https://www.weather.gov.hk/wxinfo/aws/hko_mica/skg/latest_SKG.jpg)
長沙,28.1450774,113.2384362,  望向西北面![望向西北面](https://www.weather.gov.hk/wxinfo/aws/hko_mica/cs1/latest_CS1.jpg)
長洲,22.209624650000002,114.0295690978345,  望向北面![望向北面](https://www.weather.gov.hk/wxinfo/aws/hko_mica/cch/latest_CCH.jpg)
長洲東灣,22.2107293,114.0297723246113,  望向東面![望向東面](https://www.weather.gov.hk/wxinfo/aws/hko_mica/cce/latest_CCE.jpg)
香港海事博物館,22.2868591,114.1621421,  望向維多利亞港![望向維多利亞港](https://www.weather.gov.hk/wxinfo/aws/hko_mica/hmm/latest_HMM.jpg)